,code,Detailed List Numbers,Cause
3992,R89,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3993,R90,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3994,R91,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3995,R92,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3996,R93,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3997,R94,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3998,R95,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3999,R96,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
4000,R97,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
4001,R98,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
4002,R99,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
4003,V01,,Transport accidents
4004,V02,,Transport accidents
4005,V03,,Transport accidents
4006,V04,,Transport accidents
4007,V05,,Transport accidents
4008,V06,,Transport accidents
4009,V07,,Transport accidents
4010,V08,,Transport accidents
4011,V09,,Transport accidents
4012,V10,,Transport accidents
4013,V11,,Transport accidents
4014,V12,,Transport accidents
4015,V13,,Transport accidents
4016,V14,,Transport accidents
4017,V15,,Transport accidents
4018,V16,,Transport accidents
4019,V17,,Transport accidents
4020,V18,,Transport accidents
4021,V19,,Transport accidents
4022,V20,,Transport accidents
4023,V21,,Transport accidents
4024,V22,,Transport accidents
4025,V23,,Transport accidents
4026,V24,,Transport accidents
4027,V25,,Transport accidents
4028,V26,,Transport accidents
4029,V27,,Transport accidents
4030,V28,,Transport accidents
4031,V29,,Transport accidents
4032,V30,,Transport accidents
4033,V31,,Transport accidents
4034,V32,,Transport accidents
4035,V33,,Transport accidents
4036,V34,,Transport accidents
4037,V35,,Transport accidents
4038,V36,,Transport accidents
4039,V37,,Transport accidents
4040,V38,,Transport accidents
4041,V39,,Transport accidents
4042,V40,,Transport accidents
4043,V41,,Transport accidents
4044,V42,,Transport accidents
4045,V43,,Transport accidents
4046,V44,,Transport accidents
4047,V45,,Transport accidents
4048,V46,,Transport accidents
4049,V47,,Transport accidents
4050,V48,,Transport accidents
4051,V49,,Transport accidents
4052,V50,,Transport accidents
4053,V51,,Transport accidents
4054,V52,,Transport accidents
4055,V53,,Transport accidents
4056,V54,,Transport accidents
4057,V55,,Transport accidents
4058,V56,,Transport accidents
4059,V57,,Transport accidents
4060,V58,,Transport accidents
4061,V59,,Transport accidents
4062,V60,,Transport accidents
4063,V61,,Transport accidents
4064,V62,,Transport accidents
4065,V63,,Transport accidents
4066,V64,,Transport accidents
4067,V65,,Transport accidents
4068,V66,,Transport accidents
4069,V67,,Transport accidents
4070,V68,,Transport accidents
4071,V69,,Transport accidents
4072,V70,,Transport accidents
4073,V71,,Transport accidents
4074,V72,,Transport accidents
4075,V73,,Transport accidents
4076,V74,,Transport accidents
4077,V75,,Transport accidents
4078,V76,,Transport accidents
4079,V77,,Transport accidents
4080,V78,,Transport accidents
4081,V79,,Transport accidents
4082,V80,,Transport accidents
4083,V81,,Transport accidents
4084,V82,,Transport accidents
4085,V83,,Transport accidents
4086,V84,,Transport accidents
4087,V85,,Transport accidents
4088,V86,,Transport accidents
4089,V87,,Transport accidents
4090,V88,,Transport accidents
4091,V89,,Transport accidents
4092,V90,,Transport accidents
4093,V91,,Transport accidents
4094,V92,,Transport accidents
4095,V93,,Transport accidents
4096,V94,,Transport accidents
4097,V95,,Transport accidents
4098,V96,,Transport accidents
4099,V97,,Transport accidents
4100,V98,,Transport accidents
4101,V99,,Transport accidents
4102,W00,,Falls
4103,W01,,Falls
4104,W02,,Falls
4105,W03,,Falls
4106,W04,,Falls
4107,W05,,Falls
4108,W06,,Falls
4109,W07,,Falls
4110,W08,,Falls
4111,W09,,Falls
4112,W10,,Falls
4113,W11,,Falls
4114,W12,,Falls
4115,W13,,Falls
4116,W14,,Falls
4117,W15,,Falls
4118,W16,,Falls
4119,W17,,Falls
4120,W18,,Falls
4121,W19,,Falls
4122,W20,,All other external causes
4123,W21,,All other external causes
4124,W22,,All other external causes
4125,W23,,All other external causes
4126,W24,,All other external causes
4127,W25,,All other external causes
4128,W26,,All other external causes
4129,W27,,All other external causes
4130,W28,,All other external causes
4131,W29,,All other external causes
4132,W30,,All other external causes
4133,W31,,All other external causes
4134,W32,,All other external causes
4135,W33,,All other external causes
4136,W34,,All other external causes
4137,W35,,All other external causes
4138,W36,,All other external causes
4139,W37,,All other external causes
4140,W38,,All other external causes
4141,W39,,All other external causes
4142,W40,,All other external causes
4143,W41,,All other external causes
4144,W42,,All other external causes
4145,W43,,All other external causes
4146,W44,,All other external causes
4147,W45,,All other external causes
4148,W46,,All other external causes
4149,W47,,All other external causes
4150,W48,,All other external causes
4151,W49,,All other external causes
4152,W50,,All other external causes
4153,W51,,All other external causes
4154,W52,,All other external causes
4155,W53,,All other external causes
4156,W54,,All other external causes
4157,W55,,All other external causes
4158,W56,,All other external causes
4159,W57,,All other external causes
4160,W58,,All other external causes
4161,W59,,All other external causes
4162,W60,,All other external causes
4163,W61,,All other external causes
4164,W62,,All other external causes
4165,W63,,All other external causes
4166,W64,,All other external causes
4167,W65,,Accidental drowning and submersion
4168,W66,,Accidental drowning and submersion
4169,W67,,Accidental drowning and submersion
4170,W68,,Accidental drowning and submersion
4171,W69,,Accidental drowning and submersion
4172,W70,,Accidental drowning and submersion
4173,W71,,Accidental drowning and submersion
4174,W72,,Accidental drowning and submersion
4175,W73,,Accidental drowning and submersion
4176,W74,,Accidental drowning and submersion
4177,W75,,All other external causes
4178,W76,,All other external causes
4179,W77,,All other external causes
4180,W78,,All other external causes
4181,W79,,All other external causes
4182,W80,,All other external causes
4183,W81,,All other external causes
4184,W82,,All other external causes
4185,W83,,All other external causes
4186,W84,,All other external causes
4187,W85,,All other external causes
4188,W86,,All other external causes
4189,W87,,All other external causes
4190,W88,,All other external causes
4191,W89,,All other external causes
4192,W90,,All other external causes
4193,W91,,All other external causes
4194,W92,,All other external causes
4195,W93,,All other external causes
4196,W94,,All other external causes
4197,W95,,All other external causes
4198,W96,,All other external causes
4199,W97,,All other external causes
4200,W98,,All other external causes
4201,W99,,All other external causes
4202,X00,,"Exposure to smoke, fire and flames"
4203,X01,,"Exposure to smoke, fire and flames"
4204,X02,,"Exposure to smoke, fire and flames"
4205,X03,,"Exposure to smoke, fire and flames"
4206,X04,,"Exposure to smoke, fire and flames"
4207,X05,,"Exposure to smoke, fire and flames"
4208,X06,,"Exposure to smoke, fire and flames"
4209,X07,,"Exposure to smoke, fire and flames"
4210,X08,,"Exposure to smoke, fire and flames"
4211,X09,,"Exposure to smoke, fire and flames"
4212,X10,,All other external causes
4213,X11,,All other external causes
4214,X12,,All other external causes
4215,X13,,All other external causes
4216,X14,,All other external causes
4217,X15,,All other external causes
4218,X16,,All other external causes
4219,X17,,All other external causes
4220,X18,,All other external causes
4221,X19,,All other external causes
4222,X20,,All other external causes
4223,X21,,All other external causes
4224,X22,,All other external causes
4225,X23,,All other external causes
4226,X24,,All other external causes
4227,X25,,All other external causes
4228,X26,,All other external causes
4229,X27,,All other external causes
4230,X28,,All other external causes
4231,X29,,All other external causes
4232,X30,,All other external causes
4233,X31,,All other external causes
4234,X32,,All other external causes
4235,X33,,All other external causes
4236,X34,,All other external causes
4237,X35,,All other external causes
4238,X36,,All other external causes
4239,X37,,All other external causes
4240,X38,,All other external causes
4241,X39,,All other external causes
4242,X40,,Accidental poisoning by and exposure to noxious substances
4243,X41,,Accidental poisoning by and exposure to noxious substances
4244,X42,,Accidental poisoning by and exposure to noxious substances
4245,X43,,Accidental poisoning by and exposure to noxious substances
4246,X44,,Accidental poisoning by and exposure to noxious substances
4247,X45,,Accidental poisoning by and exposure to noxious substances
4248,X46,,Accidental poisoning by and exposure to noxious substances
4249,X47,,Accidental poisoning by and exposure to noxious substances
4250,X48,,Accidental poisoning by and exposure to noxious substances
4251,X49,,Accidental poisoning by and exposure to noxious substances
4252,X50,,All other external causes
4253,X51,,All other external causes
4254,X52,,All other external causes
4255,X53,,All other external causes
4256,X54,,All other external causes
4257,X55,,All other external causes
4258,X56,,All other external causes
4259,X57,,All other external causes
4260,X58,,All other external causes
4261,X59,,All other external causes
4262,X60,,Intentional self-harm
4263,X61,,Intentional self-harm
4264,X62,,Intentional self-harm
4265,X63,,Intentional self-harm
4266,X64,,Intentional self-harm
4267,X65,,Intentional self-harm
4268,X66,,Intentional self-harm
4269,X67,,Intentional self-harm
4270,X68,,Intentional self-harm
4271,X69,,Intentional self-harm
4272,X70,,Intentional self-harm
4273,X71,,Intentional self-harm
4274,X72,,Intentional self-harm
4275,X73,,Intentional self-harm
4276,X74,,Intentional self-harm
4277,X75,,Intentional self-harm
4278,X76,,Intentional self-harm
4279,X77,,Intentional self-harm
4280,X78,,Intentional self-harm
4281,X79,,Intentional self-harm
4282,X80,,Intentional self-harm
4283,X81,,Intentional self-harm
4284,X82,,Intentional self-harm
4285,X83,,Intentional self-harm
4286,X84,,Intentional self-harm
4287,X85,,Assault
4288,X86,,Assault
4289,X87,,Assault
4290,X88,,Assault
4291,X89,,Assault
4292,X90,,Assault
4293,X91,,Assault
4294,X92,,Assault
4295,X93,,Assault
